Appointment_ID,Start_DateTime,End_DateTime,Type,Location,Skill_Group,Gender_Pref
APT0320,10/02/2027 12:30,10/02/2027 14:00,In-Person,Geelong,UG_999,Female
APT0321,10/02/2027 08:00,10/02/2027 09:30,Online,,UG_001,Female
APT0322,10/02/2027 15:30,10/02/2027 17:00,In-Person,NonExistingLocation,UG_007,Female
APT0323,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,N/A
APT0324,10/02/2027 15:00,10/02/2027 15:30,In-Person,Parramatta,UG_005,Female
APT0325,10/02/2027 08:30,10/02/2027 09:00,In-Person,Geelong,UG_005,Male
APT0326,10/02/2027 10:00,10/02/2027 10:30,Online,,UG_999,Male
APT0327,10/02/2027 08:30,10/02/2027 09:00,Online,,UG_003,Other
APT0328,10/02/2027 12:30,10/02/2027 14:00,In-Person,NonExistingLocation,UG_005,Male
APT0329,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,N/A
APT0330,10/02/2027 09:00,10/02/2027 10:00,In-Person,Sydney CBD,UG_007,Female
APT0331,10/02/2027 09:30,10/02/2027 11:00,Online,,UG_005,N/A
APT0332,10/02/2027 16:00,10/02/2027 16:30,In-Person,Gold Coast,UG_999,Male
APT0333,10/02/2027 17:00,10/02/2027 18:30,In-Person,Canberra,UG_005,Other
APT0334,10/02/2027 13:00,10/02/2027 14:00,Online,,UG_003,N/A
APT0335,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Female
APT0336,10/02/2027 17:30,10/02/2027 18:00,Online,,UG_003,Male
APT0337,10/02/2027 09:30,10/02/2027 10:00,Online,,UG_001,Female
APT0338,10/02/2027 17:30,10/02/2027 18:30,Online,,UG_999,Other
APT0339,10/02/2027 13:30,10/02/2027 15:00,In-Person,Geelong,UG_003,Female
APT0340,10/02/2027 09:00,10/02/2027 10:00,Online,,UG_005,Male
APT0341,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,N/A
APT0342,10/02/2027 17:00,10/02/2027 18:30,In-Person,Parramatta,UG_003,Other
APT0343,10/02/2027 13:00,10/02/2027 14:30,Online,,UG_007,Male
APT0344,10/02/2027 10:00,10/02/2027 11:00,In-Person,Canberra,UG_999,N/A
APT0345,10/02/2027 14:30,10/02/2027 16:00,In-Person,Gold Coast,UG_005,Other
APT0346,10/02/2027 16:30,10/02/2027 17:00,In-Person,NonExistingLocation,UG_005,Other
APT0347,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Other
APT0348,10/02/2027 14:00,10/02/2027 15:30,In-Person,Gold Coast,UG_007,Female
APT0349,10/02/2027 17:30,10/02/2027 18:00,Online,,UG_005,Male
APT0350,10/02/2027 12:00,10/02/2027 13:00,In-Person,Canberra,UG_999,Other
APT0351,10/02/2027 15:00,10/02/2027 16:00,In-Person,Gold Coast,UG_005,Male
APT0352,10/02/2027 13:30,10/02/2027 14:00,In-Person,NonExistingLocation,UG_007,Male
APT0353,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_005,N/A
APT0354,10/02/2027 16:00,10/02/2027 17:00,Online,,UG_003,Male
APT0355,10/02/2027 16:00,10/02/2027 17:30,In-Person,Parramatta,UG_001,N/A
APT0356,10/02/2027 14:00,10/02/2027 15:30,In-Person,Geelong,UG_999,Male
APT0357,10/02/2027 17:30,10/02/2027 18:00,Online,,UG_007,Male
APT0358,10/02/2027 16:00,10/02/2027 17:30,Online,,UG_001,Other
APT0359,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_005,Other
APT0360,10/02/2027 16:30,10/02/2027 17:30,Online,,UG_001,Other
APT0361,10/02/2027 10:00,10/02/2027 10:30,Online,,UG_001,Male
APT0362,10/02/2027 17:30,10/02/2027 19:00,In-Person,Parramatta,UG_999,Other
APT0363,10/02/2027 12:00,10/02/2027 12:30,Online,,UG_003,Male
APT0364,10/02/2027 12:30,10/02/2027 14:00,Online,,UG_007,Male
APT0365,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Male
APT0366,10/02/2027 14:00,10/02/2027 14:30,In-Person,Canberra,UG_007,Female
APT0367,10/02/2027 17:30,10/02/2027 19:00,Online,,UG_005,Other
APT0368,10/02/2027 13:00,10/02/2027 13:30,In-Person,Canberra,UG_999,Male
APT0369,10/02/2027 15:00,10/02/2027 15:30,Online,,UG_005,Female
APT0370,10/02/2027 11:30,10/02/2027 12:00,In-Person,NonExistingLocation,UG_005,Other
APT0371,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,N/A
APT0372,10/02/2027 15:30,10/02/2027 16:00,In-Person,Canberra,UG_001,Other
APT0373,10/02/2027 15:30,10/02/2027 16:30,In-Person,Sydney CBD,UG_005,Female
APT0374,10/02/2027 16:00,10/02/2027 16:30,Online,,UG_999,Other
APT0375,10/02/2027 16:30,10/02/2027 18:00,In-Person,Sydney CBD,UG_007,Other
APT0376,10/02/2027 14:30,10/02/2027 15:00,In-Person,NonExistingLocation,UG_003,N/A
APT0377,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,N/A
APT0378,10/02/2027 14:30,10/02/2027 16:00,Online,,UG_003,Female
APT0379,10/02/2027 09:00,10/02/2027 10:30,Online,,UG_001,N/A
APT0380,10/02/2027 13:00,10/02/2027 14:30,In-Person,Canberra,UG_999,Other
APT0381,10/02/2027 14:00,10/02/2027 14:30,In-Person,Gold Coast,UG_007,Female
APT0382,10/02/2027 08:30,10/02/2027 09:00,In-Person,NonExistingLocation,UG_001,Female
APT0383,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,N/A
APT0384,10/02/2027 11:00,10/02/2027 11:30,Online,,UG_005,Other
APT0385,10/02/2027 14:30,10/02/2027 16:00,Online,,UG_001,Male
APT0386,10/02/2027 17:30,10/02/2027 19:00,Online,,UG_999,Other
APT0387,10/02/2027 08:30,10/02/2027 09:30,In-Person,Geelong,UG_005,Female
APT0388,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_007,Other
APT0389,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Female
APT0390,10/02/2027 10:30,10/02/2027 11:30,In-Person,Parramatta,UG_007,Other
APT0391,10/02/2027 14:30,10/02/2027 15:00,Online,,UG_003,Female
APT0392,10/02/2027 08:00,10/02/2027 08:30,In-Person,Parramatta,UG_999,N/A
APT0393,10/02/2027 10:00,10/02/2027 10:30,In-Person,Canberra,UG_007,Other
APT0394,10/02/2027 10:30,10/02/2027 11:30,Online,,UG_007,N/A
APT0395,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_001,N/A
APT0396,10/02/2027 11:30,10/02/2027 13:00,Online,,UG_007,Other
APT0397,10/02/2027 08:30,10/02/2027 09:00,Online,,UG_005,Male
APT0398,10/02/2027 17:00,10/02/2027 18:00,In-Person,Parramatta,UG_999,N/A
APT0399,10/02/2027 16:00,10/02/2027 16:30,In-Person,Parramatta,UG_007,Other
APT0400,10/02/2027 16:30,10/02/2027 18:00,Online,,UG_001,Other
APT0401,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,N/A
APT0402,10/02/2027 17:00,10/02/2027 18:30,Online,,UG_007,Other
APT0403,10/02/2027 12:30,10/02/2027 13:30,In-Person,Geelong,UG_005,Other
APT0404,10/02/2027 08:30,10/02/2027 10:00,Online,,UG_999,Male
APT0405,10/02/2027 12:30,10/02/2027 14:00,In-Person,Sydney CBD,UG_007,Male
APT0406,10/02/2027 16:00,10/02/2027 16:30,Online,,UG_005,Female
APT0407,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,Male
APT0408,10/02/2027 09:30,10/02/2027 11:00,In-Person,Gold Coast,UG_003,N/A
APT0409,10/02/2027 13:30,10/02/2027 14:00,Online,,UG_003,N/A
APT0410,10/02/2027 10:30,10/02/2027 12:00,In-Person,Sydney CBD,UG_999,Female
APT0411,10/02/2027 17:30,10/02/2027 18:00,Online,,UG_007,Male
APT0412,10/02/2027 15:00,10/02/2027 16:30,In-Person,NonExistingLocation,UG_005,Male
APT0413,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_007,N/A
APT0414,10/02/2027 15:30,10/02/2027 16:30,Online,,UG_003,N/A
APT0415,10/02/2027 14:00,10/02/2027 15:00,Online,,UG_003,N/A
APT0416,10/02/2027 08:00,10/02/2027 09:00,Online,,UG_999,Other
APT0417,10/02/2027 16:00,10/02/2027 17:30,In-Person,Geelong,UG_005,Other
APT0418,10/02/2027 12:00,10/02/2027 13:00,Online,,UG_005,Male
APT0419,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Female
APT0420,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_003,Other
APT0421,10/02/2027 16:30,10/02/2027 17:00,In-Person,Geelong,UG_001,N/A
APT0422,10/02/2027 09:30,10/02/2027 11:00,In-Person,Canberra,UG_999,Female
APT0423,10/02/2027 12:30,10/02/2027 13:30,In-Person,Geelong,UG_001,Male
APT0424,10/02/2027 17:30,10/02/2027 19:00,In-Person,NonExistingLocation,UG_001,Male
APT0425,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_003,Male
APT0426,10/02/2027 10:30,10/02/2027 11:30,Online,,UG_007,Male
APT0427,10/02/2027 15:00,10/02/2027 16:00,Online,,UG_005,Other
APT0428,10/02/2027 10:30,10/02/2027 11:00,Online,,UG_999,N/A
APT0429,10/02/2027 14:00,10/02/2027 15:00,In-Person,Sydney CBD,UG_005,Female
APT0430,10/02/2027 09:00,10/02/2027 10:00,In-Person,NonExistingLocation,UG_007,Female
APT0431,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_007,Female
APT0432,10/02/2027 17:30,10/02/2027 19:00,In-Person,Canberra,UG_005,Male
APT0433,10/02/2027 08:30,10/02/2027 09:00,In-Person,Gold Coast,UG_005,N/A
APT0434,10/02/2027 08:00,10/02/2027 09:00,In-Person,Geelong,UG_999,N/A
APT0435,10/02/2027 12:00,10/02/2027 12:30,Online,,UG_007,Other
APT0436,10/02/2027 15:30,10/02/2027 16:30,Online,,UG_007,Male
APT0437,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_007,Male
APT0438,10/02/2027 17:00,10/02/2027 18:30,Online,,UG_005,Other
APT0439,10/02/2027 14:00,10/02/2027 14:30,In-Person,Sydney CBD,UG_005,Male
APT0440,10/02/2027 15:00,10/02/2027 16:00,In-Person,Parramatta,UG_999,N/A
APT0441,10/02/2027 11:00,10/02/2027 12:00,Online,,UG_001,Female
APT0442,10/02/2027 09:00,10/02/2027 10:30,Online,,UG_003,Female
APT0443,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_003,N/A
APT0444,10/02/2027 14:00,10/02/2027 14:30,Online,,UG_007,N/A
APT0445,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_001,Other
APT0446,10/02/2027 08:30,10/02/2027 09:30,In-Person,Parramatta,UG_999,Female
APT0447,10/02/2027 17:00,10/02/2027 17:30,In-Person,Geelong,UG_003,Other
APT0448,10/02/2027 08:00,10/02/2027 09:00,In-Person,NonExistingLocation,UG_003,Male
APT0449,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_001,N/A
APT0450,10/02/2027 17:30,10/02/2027 18:00,In-Person,Geelong,UG_001,N/A
APT0451,10/02/2027 17:30,10/02/2027 19:00,In-Person,Geelong,UG_003,N/A
APT0452,10/02/2027 13:00,10/02/2027 14:30,Online,,UG_999,Male
APT0453,10/02/2027 17:00,10/02/2027 18:30,In-Person,Sydney CBD,UG_003,Other
APT0454,10/02/2027 10:30,10/02/2027 11:30,In-Person,NonExistingLocation,UG_005,Female
APT0455,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,N/A
APT0456,10/02/2027 11:30,10/02/2027 13:00,In-Person,Parramatta,UG_001,N/A
APT0457,10/02/2027 10:30,10/02/2027 11:00,Online,,UG_001,Male
APT0458,10/02/2027 08:00,10/02/2027 08:30,In-Person,Gold Coast,UG_999,N/A
APT0459,10/02/2027 15:30,10/02/2027 17:00,In-Person,Parramatta,UG_003,Other
APT0460,10/02/2027 15:00,10/02/2027 16:00,In-Person,NonExistingLocation,UG_001,Female
APT0461,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_005,N/A
APT0462,10/02/2027 08:00,10/02/2027 09:30,In-Person,Parramatta,UG_001,Male
APT0463,10/02/2027 17:30,10/02/2027 18:30,In-Person,Canberra,UG_003,Other
APT0464,10/02/2027 08:30,10/02/2027 09:00,In-Person,Parramatta,UG_999,N/A
APT0465,10/02/2027 10:30,10/02/2027 11:00,In-Person,Geelong,UG_005,Male
APT0466,10/02/2027 14:30,10/02/2027 15:30,Online,,UG_007,Male
APT0467,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_003,Female
APT0468,10/02/2027 08:00,10/02/2027 09:00,In-Person,Geelong,UG_003,N/A
APT0469,10/02/2027 17:00,10/02/2027 18:30,Online,,UG_007,Female
APT0470,10/02/2027 13:00,10/02/2027 13:30,In-Person,Sydney CBD,UG_999,Male
APT0471,10/02/2027 11:30,10/02/2027 13:00,Online,,UG_003,Male
APT0472,10/02/2027 09:00,10/02/2027 10:00,Online,,UG_001,N/A
APT0473,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,N/A
APT0474,10/02/2027 13:30,10/02/2027 14:00,Online,,UG_003,Other
APT0475,10/02/2027 12:00,10/02/2027 12:30,Online,,UG_003,Male
APT0476,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_999,Male
APT0477,10/02/2027 15:00,10/02/2027 16:00,Online,,UG_003,Male
APT0478,10/02/2027 12:30,10/02/2027 14:00,In-Person,NonExistingLocation,UG_003,Female
APT0479,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,N/A
APT0480,10/02/2027 15:00,10/02/2027 16:00,In-Person,Canberra,UG_003,Female
APT0481,10/02/2027 13:00,10/02/2027 14:00,In-Person,Gold Coast,UG_003,Male
APT0482,10/02/2027 14:30,10/02/2027 15:00,In-Person,Canberra,UG_999,N/A
APT0483,10/02/2027 16:00,10/02/2027 17:00,Online,,UG_001,Female
APT0484,10/02/2027 11:30,10/02/2027 12:00,In-Person,NonExistingLocation,UG_003,Female
APT0485,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_001,N/A
APT0486,10/02/2027 12:30,10/02/2027 13:00,Online,,UG_001,N/A
APT0487,10/02/2027 15:00,10/02/2027 15:30,Online,,UG_003,Other
APT0488,10/02/2027 15:00,10/02/2027 16:30,In-Person,Geelong,UG_999,Other
APT0489,10/02/2027 16:00,10/02/2027 16:30,Online,,UG_007,Other
APT0490,10/02/2027 17:30,10/02/2027 19:00,In-Person,NonExistingLocation,UG_005,Male
APT0491,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Male
APT0492,10/02/2027 14:00,10/02/2027 15:00,Online,,UG_001,Other
APT0493,10/02/2027 13:30,10/02/2027 14:00,In-Person,Gold Coast,UG_003,Female
APT0494,10/02/2027 13:00,10/02/2027 13:30,In-Person,Canberra,UG_999,Female
APT0495,10/02/2027 13:00,10/02/2027 14:00,Online,,UG_007,Male
APT0496,10/02/2027 09:00,10/02/2027 10:00,Online,,UG_007,N/A
APT0497,10/02/2027 23:00,11/02/2027 00:30,In-Person,Canberra,UG_005,N/A
APT0498,10/02/2027 17:30,10/02/2027 18:30,In-Person,Parramatta,UG_007,Male
APT0499,10/02/2027 09:00,10/02/2027 10:00,In-Person,Sydney CBD,UG_001,Male
APT0500,10/02/2027 10:30,10/02/2027 11:30,In-Person,Parramatta,UG_999,Female
APT0501,10/02/2027 11:00,10/02/2027 12:30,In-Person,Sydney CBD,UG_007,Female
APT0502,10/02/2027 13:30,10/02/2027 14:30,Online,,UG_001,Other
APT0503,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_005,N/A
APT0504,10/02/2027 17:00,10/02/2027 18:00,Online,,UG_007,N/A
APT0505,10/02/2027 15:00,10/02/2027 16:00,In-Person,Sydney CBD,UG_003,Other
APT0506,10/02/2027 11:30,10/02/2027 12:30,Online,,UG_999,Male
APT0507,10/02/2027 10:00,10/02/2027 11:00,Online,,UG_007,Other
APT0508,10/02/2027 10:30,10/02/2027 12:00,Online,,UG_003,Female
APT0509,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_001,Other
APT0510,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_005,Other
APT0511,10/02/2027 10:30,10/02/2027 11:00,In-Person,Sydney CBD,UG_005,Female
APT0512,10/02/2027 13:30,10/02/2027 14:30,In-Person,Gold Coast,UG_999,Male
APT0513,10/02/2027 08:00,10/02/2027 09:00,Online,,UG_003,Female
APT0514,10/02/2027 10:00,10/02/2027 10:30,Online,,UG_005,N/A
APT0515,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_007,Other
APT0516,10/02/2027 09:30,10/02/2027 11:00,Online,,UG_001,Female
APT0517,10/02/2027 16:30,10/02/2027 17:00,Online,,UG_001,N/A
APT0518,10/02/2027 17:30,10/02/2027 18:00,Online,,UG_999,Male
APT0519,10/02/2027 13:00,10/02/2027 13:30,In-Person,Gold Coast,UG_003,Male
APT0520,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_001,N/A
APT0521,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Other
APT0522,10/02/2027 14:00,10/02/2027 14:30,Online,,UG_005,N/A
APT0523,10/02/2027 13:30,10/02/2027 14:00,Online,,UG_005,Other
APT0524,10/02/2027 12:30,10/02/2027 13:30,In-Person,Parramatta,UG_999,N/A
APT0525,10/02/2027 15:00,10/02/2027 16:00,In-Person,Canberra,UG_007,Other
APT0526,10/02/2027 17:30,10/02/2027 18:00,In-Person,NonExistingLocation,UG_005,N/A
APT0527,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_007,Male
APT0528,10/02/2027 08:00,10/02/2027 09:00,Online,,UG_007,Female
APT0529,10/02/2027 16:30,10/02/2027 17:30,In-Person,Parramatta,UG_003,N/A
APT0530,10/02/2027 12:30,10/02/2027 14:00,Online,,UG_999,Other
APT0531,10/02/2027 17:00,10/02/2027 18:00,Online,,UG_007,Male
APT0532,10/02/2027 08:00,10/02/2027 08:30,Online,,UG_005,N/A
APT0533,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Female
APT0534,10/02/2027 15:30,10/02/2027 17:00,In-Person,Geelong,UG_001,Other
APT0535,10/02/2027 15:30,10/02/2027 16:00,Online,,UG_007,N/A
APT0536,10/02/2027 12:00,10/02/2027 13:30,Online,,UG_999,Other
APT0537,10/02/2027 16:00,10/02/2027 17:30,In-Person,Sydney CBD,UG_003,Male
APT0538,10/02/2027 13:00,10/02/2027 14:00,In-Person,NonExistingLocation,UG_003,Male
APT0539,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,Male
APT0540,10/02/2027 12:30,10/02/2027 13:30,In-Person,Gold Coast,UG_003,Female
APT0541,10/02/2027 09:30,10/02/2027 11:00,In-Person,Gold Coast,UG_005,Other
APT0542,10/02/2027 12:30,10/02/2027 13:30,Online,,UG_999,Other
APT0543,10/02/2027 10:00,10/02/2027 10:30,In-Person,Gold Coast,UG_005,Female
APT0544,10/02/2027 14:30,10/02/2027 15:30,In-Person,NonExistingLocation,UG_003,Female
APT0545,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_001,N/A
APT0546,10/02/2027 15:00,10/02/2027 15:30,In-Person,Parramatta,UG_001,N/A
APT0547,10/02/2027 13:30,10/02/2027 14:30,Online,,UG_003,N/A
APT0548,10/02/2027 17:30,10/02/2027 19:00,Online,,UG_999,Other
APT0549,10/02/2027 08:00,10/02/2027 09:30,In-Person,Parramatta,UG_003,Other
APT0550,10/02/2027 11:30,10/02/2027 12:30,In-Person,NonExistingLocation,UG_003,Male
APT0551,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_001,N/A
APT0552,10/02/2027 14:30,10/02/2027 15:00,In-Person,Geelong,UG_001,Male
APT0553,10/02/2027 15:30,10/02/2027 16:00,Online,,UG_001,Male
APT0554,10/02/2027 12:30,10/02/2027 14:00,In-Person,Geelong,UG_999,Female
APT0555,10/02/2027 17:00,10/02/2027 17:30,In-Person,Sydney CBD,UG_001,Male
APT0556,10/02/2027 12:00,10/02/2027 13:30,Online,,UG_005,Female
APT0557,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_001,Male
APT0558,10/02/2027 17:00,10/02/2027 17:30,In-Person,Parramatta,UG_005,Female
APT0559,10/02/2027 16:30,10/02/2027 17:00,In-Person,Parramatta,UG_007,Other
APT0560,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_999,Female
APT0561,10/02/2027 13:30,10/02/2027 14:30,Online,,UG_003,Female
APT0562,10/02/2027 09:30,10/02/2027 10:30,In-Person,NonExistingLocation,UG_001,Female
APT0563,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Male
APT0564,10/02/2027 13:00,10/02/2027 14:00,In-Person,Canberra,UG_005,N/A
APT0565,10/02/2027 17:30,10/02/2027 19:00,Online,,UG_007,Female
APT0566,10/02/2027 16:30,10/02/2027 17:30,Online,,UG_999,Female
APT0567,10/02/2027 09:00,10/02/2027 10:00,Online,,UG_003,Other
APT0568,10/02/2027 15:30,10/02/2027 17:00,In-Person,NonExistingLocation,UG_007,Male
APT0569,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,Male
APT0570,10/02/2027 10:30,10/02/2027 11:00,Online,,UG_003,Other
APT0571,10/02/2027 11:00,10/02/2027 12:30,Online,,UG_001,Female
APT0572,10/02/2027 14:30,10/02/2027 16:00,Online,,UG_999,Other
APT0573,10/02/2027 14:00,10/02/2027 15:00,Online,,UG_007,Other
APT0574,10/02/2027 12:00,10/02/2027 12:30,Online,,UG_001,Male
APT0575,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_003,Female
APT0576,10/02/2027 08:00,10/02/2027 08:30,In-Person,Geelong,UG_007,Male
APT0577,10/02/2027 10:30,10/02/2027 11:30,Online,,UG_003,Other
APT0578,10/02/2027 17:30,10/02/2027 19:00,In-Person,Geelong,UG_999,N/A
APT0579,10/02/2027 11:00,10/02/2027 12:00,Online,,UG_007,Other
APT0580,10/02/2027 13:00,10/02/2027 14:30,In-Person,NonExistingLocation,UG_007,Male
APT0581,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_007,N/A
APT0582,10/02/2027 15:00,10/02/2027 15:30,In-Person,Parramatta,UG_005,Female
APT0583,10/02/2027 15:30,10/02/2027 16:30,In-Person,Sydney CBD,UG_007,N/A
APT0584,10/02/2027 09:30,10/02/2027 11:00,Online,,UG_999,N/A
APT0585,10/02/2027 16:30,10/02/2027 17:00,In-Person,Canberra,UG_005,Other
APT0586,10/02/2027 14:00,10/02/2027 15:30,Online,,UG_005,Other
APT0587,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_005,Other
APT0588,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_007,Male
APT0589,10/02/2027 14:30,10/02/2027 15:30,Online,,UG_007,Other
APT0590,10/02/2027 08:30,10/02/2027 10:00,In-Person,Parramatta,UG_999,Other
APT0591,10/02/2027 17:00,10/02/2027 17:30,In-Person,Sydney CBD,UG_001,Male
APT0592,10/02/2027 08:00,10/02/2027 09:30,Online,,UG_001,N/A
APT0593,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_005,Male
APT0594,10/02/2027 15:30,10/02/2027 17:00,In-Person,Sydney CBD,UG_007,N/A
APT0595,10/02/2027 13:00,10/02/2027 14:30,In-Person,Canberra,UG_001,Female
APT0596,10/02/2027 13:00,10/02/2027 14:00,Online,,UG_999,Other
APT0597,10/02/2027 13:30,10/02/2027 14:30,In-Person,Canberra,UG_001,Female
APT0598,10/02/2027 12:00,10/02/2027 12:30,Online,,UG_007,Female
APT0599,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_001,Other
APT0600,10/02/2027 12:00,10/02/2027 12:30,Online,,UG_007,Female
APT0601,10/02/2027 13:30,10/02/2027 14:00,Online,,UG_005,N/A
APT0602,10/02/2027 16:30,10/02/2027 17:30,In-Person,Canberra,UG_999,Other
APT0603,10/02/2027 17:30,10/02/2027 19:00,Online,,UG_003,Other
APT0604,10/02/2027 16:00,10/02/2027 16:30,Online,,UG_003,N/A
APT0605,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Female
APT0606,10/02/2027 13:30,10/02/2027 14:30,In-Person,Parramatta,UG_003,Other
APT0607,10/02/2027 14:30,10/02/2027 15:30,Online,,UG_001,Female
APT0608,10/02/2027 14:30,10/02/2027 15:30,Online,,UG_999,Other
APT0609,10/02/2027 17:30,10/02/2027 18:00,Online,,UG_003,Male
APT0610,10/02/2027 11:00,10/02/2027 11:30,In-Person,NonExistingLocation,UG_007,N/A
APT0611,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Female
APT0612,10/02/2027 10:30,10/02/2027 11:30,In-Person,Geelong,UG_005,Other
APT0613,10/02/2027 16:30,10/02/2027 17:00,In-Person,Canberra,UG_001,Male
APT0614,10/02/2027 09:00,10/02/2027 10:00,Online,,UG_999,N/A
APT0615,10/02/2027 13:30,10/02/2027 15:00,In-Person,Canberra,UG_003,Male
APT0616,10/02/2027 17:00,10/02/2027 18:30,In-Person,NonExistingLocation,UG_005,N/A
APT0617,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_005,N/A
APT0618,10/02/2027 11:30,10/02/2027 12:30,In-Person,Parramatta,UG_001,Female
APT0619,10/02/2027 11:00,10/02/2027 12:00,Online,,UG_007,Other
APT0620,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_999,Male
APT0621,10/02/2027 13:00,10/02/2027 14:30,Online,,UG_007,Female
APT0622,10/02/2027 10:00,10/02/2027 11:00,Online,,UG_005,Other
APT0623,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_003,Other
APT0624,10/02/2027 16:30,10/02/2027 17:30,Online,,UG_005,Male
APT0625,10/02/2027 16:30,10/02/2027 17:00,Online,,UG_007,Male
APT0626,10/02/2027 14:00,10/02/2027 15:00,Online,,UG_999,Female
APT0627,10/02/2027 12:30,10/02/2027 13:00,In-Person,Canberra,UG_005,Male
APT0628,10/02/2027 12:00,10/02/2027 12:30,Online,,UG_007,N/A
APT0629,10/02/2027 23:00,11/02/2027 00:30,Online,,UG_001,Female
APT0630,10/02/2027 12:00,10/02/2027 13:30,In-Person,Sydney CBD,UG_007,Other
APT0631,10/02/2027 15:00,10/02/2027 16:30,In-Person,Geelong,UG_003,N/A
APT0632,10/02/2027 10:00,10/02/2027 10:30,Online,,UG_999,Other
APT0633,10/02/2027 13:00,10/02/2027 14:30,In-Person,Geelong,UG_003,Other
APT0634,10/02/2027 10:00,10/02/2027 11:30,Online,,UG_005,N/A
APT0635,10/02/2027 23:00,11/02/2027 00:30,In-Person,Sydney CBD,UG_003,Other
APT0636,10/02/2027 12:30,10/02/2027 13:00,In-Person,Canberra,UG_005,Female
APT0637,10/02/2027 14:00,10/02/2027 15:00,In-Person,Geelong,UG_001,Female
APT0638,10/02/2027 09:00,10/02/2027 10:00,In-Person,Sydney CBD,UG_999,Male
APT0639,10/02/2027 14:00,10/02/2027 15:30,Online,,UG_005,Male
APT0640,10/02/2027 13:30,10/02/2027 14:00,In-Person,NonExistingLocation,UG_007,N/A
APT0641,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_003,Other
APT0642,10/02/2027 12:30,10/02/2027 14:00,Online,,UG_007,Female
APT0643,10/02/2027 14:30,10/02/2027 15:00,In-Person,Sydney CBD,UG_003,N/A
